Study,S2-Drydown,S2-Drydown,S2-Drydown after treatment,S2-Drydown after treatment,S3-Girdled before treatment,S3-Girdled before treatment,S3-Girdled,S3-Girdled,S3-Girdled,S3-Girdled,S3-Girdled,S3-Logged before treatment,S3-Logged,S3-Logged,S3-Logged,S3-Logged,S3-Logged,S21-Partially logged,S21-Partially logged,S19-Warming before treatment,S19-Warming,S19-Warming,S19-Warming,S19-Warming,S19-Warming,S19-Warming,S19-Warming,S20-Warming,S20-Warming,S20-Warming,S20-Warming,S20-Warming,S20-Warming,S20-Warming,S20-Warming,S20-Warming,S20-Warming,S20-Warming,S20-Disturbance control,S20-Disturbance control,S20-Disturbance control,S20-Disturbance control,S20-Disturbance control,S20-Disturbance control,S20-Disturbance control,S20-Disturbance control,S20-Disturbance control,S20-Disturbance control,S20-Disturbance control,S15-Warming,S15-Warming,S15-Warming,S15-Warming,S15-Warming+fertilized,S15-Warming+fertilized,S15-Warming+fertilized,S15-Warming+fertilized,S15-Fertilized,S15-Fertilized,S15-Fertilized,S15-Fertilized,S16-Hardwood-high fert.,S16-Hardwood low fert.,S16-Pine high fert.,S16-Pine low fert.,S22-Double litter,S22-Double litter,S22-Double litter,S22-Double litter,S22-Double litter,S22-Double litter,S22-No litter,S22-No litter,S22-No litter,S22-No litter,S22-No litter,S22-No litter,S22-Trenching,S22-Trenching,S22-Trenching,S22-Trenching,S22-Trenching,S22-Trenching,S22-Trenching+no litter,S22-Trenching+no litter,S22-Trenching+no litter,S22-Trenching+no litter,S22-Trenching+no litter,S22-Trenching+no litter,S22-No O/A horizons,S22-No O/A horizons,S22-No O/A horizons,S22-No O/A horizons,S22-No O/A horizons,S22-No O/A horizons
NaN,0.798605344,0.681380969,1.06714204,1.110015205,1.083860265,1.026673682,0.798262449,0.976273717,0.744039747,0.682087993,0.684759235,0.866711033,0.99345235,0.838751576,0.717910431,0.999623627,0.946468651,0.787481271,0.841706043,0.963404574,1.295091922,1.072535689,1.065423411,0.996067089,1.080035966,1.019624801,1.065685468,1.223266479,1.266032833,1.120902459,1.268045181,1.163220821,1.107735416,1.057966194,0.92181227,1.029473492,1.025595188,0.849899623,1.08546331,1.061447766,1.029636883,1.098081251,1.13851933,1.063369281,1.081322369,1.063180343,1.047322668,1.10820135,1.018273733,1.379220329,1.352216115,1.500601779,1.309144166,1.460076105,1.50030682,1.600571109,1.46124149,1.366813245,1.245233606,1.334051597,1.211073933,0.827883611,0.926604679,0.91569505,0.916315673,1.372955016,1.088503064,1.313093461,1.291908756,0.916386533,1.070597262,0.924632054,0.823064971,0.874198081,0.725119331,0.695297086,0.742660239,0.596908988,0.657244509,0.475676497,0.435090718,0.356520826,0.314269326,0.620842249,0.669662159,0.603466741,0.552710266,0.405665332,0.299092995,0.46816648,0.511160935,0.302709797,0.28736884,0.357749888,0.469579407
NaN,0.812979969,0.681619848,1.082599302,1.03978153,1.04982726,0.981445023,0.790834121,0.980526131,0.748575308,0.675811284,0.692913775,0.803981122,0.98813153,0.872355229,0.750998947,0.937429587,0.95700376,0.781880765,0.852826491,0.920665747,1.269085784,1.06203239,1.056293554,0.977832812,1.045244185,0.997559796,0.971036924,1.176590035,1.299581108,1.146832201,1.25711173,1.149535671,1.11172845,1.082887615,0.971641876,1.057524009,1.019252748,0.892385601,1.013964129,1.052444441,1.026585144,1.02370251,0.961556022,0.98838544,1.014935221,1.062682484,1.027145534,1.089179932,0.998194268,1.473357038,1.441731498,1.529031191,1.364945725,1.375521267,1.442071321,1.603144553,1.405553535,1.375876218,1.200057542,1.349521747,1.246277792,0.783875671,0.896775927,0.892654523,0.838334118,1.384397201,1.166667355,1.267673956,1.290889157,0.878647327,1.131610606,0.93604581,0.853002097,0.863253666,0.716609556,0.680592131,0.807140169,0.62661594,0.652145128,0.456426139,0.449839934,0.345822873,0.285526637,0.663066966,0.671475113,0.594956019,0.582332349,0.410387701,0.30423674,0.490347262,0.521694724,0.295607736,0.293483064,0.376786161,0.469462965
NaN,0.795148679,0.703170327,1.07157251,1.134031936,1.096044569,1.017881779,0.806064574,0.944113012,0.773426078,0.731802189,0.76314905,0.863362141,1.023711233,0.849206374,0.849926186,1.085522509,1.076479636,0.841997181,0.848710178,0.924722886,1.254709819,1.062483048,1.063317284,1.004578136,1.043178197,0.981186026,0.989630296,1.184084457,1.179435829,1.071396206,1.258418397,1.118569376,1.069029295,1.024879302,0.917400609,0.972841967,0.970602266,0.92274431,1.065945158,1.064129498,0.98119647,0.974524884,1.04268095,0.996110963,0.988887312,0.98322656,0.913754767,1.060193157,0.987942111,1.301492011,1.296728838,1.42632725,1.271014782,1.143402149,1.323333698,1.438834992,1.290810617,1.235872358,1.140846478,1.239976784,1.226509239,0.836726561,0.869188587,0.962007694,0.91891261,1.498763481,1.042706828,1.2828869,1.268218275,0.913698676,1.066792052,1.001831843,0.859353063,0.867438695,0.75818982,0.688962583,0.82691051,0.644838765,0.653910862,0.477299327,0.440242653,0.329408878,0.283994748,0.676142608,0.666087669,0.622702714,0.57233414,0.393640303,0.297000187,0.512714884,0.525836409,0.301389847,0.297285876,0.357457374,0.424025134
NaN,0.773003365,0.669903968,1.031170454,0.994954741,1.108995728,1.074315952,0.826980357,0.972908444,0.821076125,0.719988591,0.736445885,0.88253993,1.048633688,0.887724205,0.826555362,0.997089825,1.023977886,0.804736758,0.844680775,0.868334155,1.198137605,1.011383057,1.01720349,0.95131564,1.006848884,0.971694662,1.035107026,1.207029153,1.304212364,1.167961445,1.369572014,1.250884214,1.173611182,1.146908259,0.998727141,1.135003949,1.102281177,0.923499504,1.040196014,1.056194987,1.045498956,1.115282178,1.046331383,1.043402465,1.074938499,1.092305575,1.102399781,1.177904636,1.032997295,1.586948797,1.46265254,1.666269201,1.407084836,1.479446609,1.469708687,1.621167194,1.453017891,1.384946452,1.219837585,1.35121812,1.204258231,0.868477983,0.926604679,0.927960413,0.85520558,1.295189307,1.061166491,1.287620903,1.299311764,0.966827052,1.076064543,0.888831457,0.845692641,0.878962517,0.771154204,0.713801065,0.772610408,0.56625612,0.616300461,0.464608879,0.480385092,0.35154644,0.312234211,0.607797463,0.651298702,0.592577688,0.607715267,0.42212052,0.315356735,0.454856282,0.495061625,0.309414141,0.307010268,0.370320681,0.442104474
NaN,0.816444359,0.695376866,1.074322543,1.016794717,0.996889288,0.972023104,0.746958894,0.885136393,0.725100154,0.631122172,0.650149694,0.82384351,1.027278702,0.873585627,0.782261098,1.007836228,0.9996183,0.834031598,0.913712666,0.928729116,1.24960398,1.054226966,1.091057563,1.012195358,1.086212277,1.027265071,1.002154219,1.267143374,1.253659517,1.088190352,1.269890538,1.11010128,1.052649046,1.030343964,0.928822457,1.021472011,0.966533884,0.884874649,1.083909188,1.100987392,0.986815594,0.990206614,1.017616383,0.992946126,0.971756861,0.990264144,0.937774863,1.044483489,0.929630468,1.282307602,1.247959349,1.418903901,1.245474825,1.262124139,1.35859463,1.496605634,1.344763473,1.177569608,1.108616834,1.205197374,1.173814238,0.891998305,0.969917225,0.90904454,0.927345694,1.403978997,1.134334529,1.338118213,1.163766742,0.873524381,1.079220585,0.919886724,0.847967793,0.887224679,0.721822834,0.650778188,0.768826794,0.617073212,0.633306841,0.477450079,0.4447596,0.350579298,0.312640168,0.676626758,0.655130477,0.635194555,0.561567148,0.383854145,0.32371244,0.475386286,0.505804582,0.323916296,0.296239036,0.354189616,0.519334532
NaN,0.759612787,0.660209655,1.035280796,0.975472761,1.055333474,1.01236018,0.817570939,0.927906236,0.77721489,0.698206791,0.741471932,0.89181997,0.981377743,0.828555954,0.799741266,1.076524963,1.041458899,0.828805303,0.882150746,0.949181583,1.311930158,1.07580566,1.095516998,0.986491237,1.051626731,0.986104785,0.966556057,1.207029153,1.304212364,1.167961445,1.369572014,1.250884214,1.173611182,1.146908259,0.998727141,1.135003949,1.102281177,0.923499504,1.08546331,1.061447766,1.029636883,1.098081251,1.13851933,1.063369281,1.081322369,1.063180343,1.047322668,1.10820135,1.018273733,1.292973705,1.299112272,1.467768245,1.251060047,1.294070886,1.463962872,1.577994566,1.329905219,1.281342471,1.196331149,1.304862222,1.157340996,0.799907192,0.894176794,0.882015374,0.86042835,1.383970691,1.119419031,1.302276844,1.275329698,0.85880239,1.031482448,0.908365013,0.870408239,0.851001218,0.726854726,0.680255807,0.690936811,0.581666489,0.636809195,0.478541061,0.437479524,0.33006208,0.287850187,0.639541821,0.658775677,0.592166865,0.593747539,0.391897527,0.275929952,0.468789847,0.499463392,0.294132143,0.293197535,0.361844317,0.450755154
NaN,0.809893038,0.682783992,1.111276367,1.004000072,1.03020485,0.957926826,0.763878779,0.950893402,0.751759061,0.646690841,0.69077392,0.874675252,0.964027834,0.802843979,0.722996201,0.938598027,0.905795004,0.747075816,0.86382387,0.886245064,1.188802641,1.006011857,1.067558442,0.985054289,1.092901547,1.028010985,0.991498602,1.29590448,1.3065446,1.139232553,1.30732141,1.19776761,1.124408427,1.139353579,1.021177091,1.110319366,1.062162053,0.934487848,1.165387566,1.063345882,1.004310425,1.048170606,1.090174103,1.018788334,1.074199703,1.087079109,1.024545017,1.067866752,1.030389756,1.421360372,1.351780314,1.568527103,1.309074964,1.231994015,1.332759196,1.509105299,1.307650325,1.292451429,1.135141607,1.254419323,1.144777554,0.734405162,0.878452199,0.933175125,0.85520558,1.51610065,1.066633757,1.378049535,1.240337375,0.865984394,1.105423343,1.01532533,0.807154804,0.911659908,0.73696769,0.686119088,0.798980257,0.61362035,0.608147491,0.486888848,0.446142773,0.33201566,0.295259758,0.697983944,0.678546864,0.6256814,0.565253636,0.404495598,0.308239509,0.520050562,0.528472848,0.326122605,0.29275444,0.345483236,0.500842804
NaN,0.785710632,0.666350525,0.994434728,0.985515622,1.060414727,0.997715488,0.808971359,0.936010327,0.738779084,0.688819615,0.685769771,0.83386369,1.022447706,0.854524025,0.774563707,0.987316404,0.992825371,0.908590564,0.919144161,1.028398209,1.348234091,1.093576146,1.153913163,1.061279006,1.137368277,1.061651246,1.038995078,1.252100132,1.296319219,1.097664048,1.186174088,1.065465067,1.056762966,0.985233845,0.904093765,0.977081929,0.949275044,0.839075416,1.064714507,1.081461574,1.023823801,1.043274199,0.958398884,0.995390295,1.00103935,1.071309953,1.046296883,1.090250313,1.01984118,1.351894389,1.358274478,1.427417566,1.305911946,1.283395731,1.406318909,1.525460612,1.323968001,1.270772317,1.149225263,1.261421278,1.152174172,0.814663651,0.869188587,0.914596107,0.873624922,1.376691599,1.136223241,1.30933039,1.202796179,0.909620598,1.031373136,0.946257729,0.750034688,0.883180938,0.741970933,0.706764356,0.732617486,0.63102676,0.656933652,0.463874199,0.467650865,0.351629754,0.306479094,0.611388185,0.657385192,0.628328959,0.56306022,0.412656654,0.29283584,0.483369001,0.504856725,0.313458828,0.301926303,0.369563199,0.443032732
NaN,0.82453492,0.719721824,1.076698465,1.070125844,1.042970615,0.979151445,0.77892679,0.913170932,0.744351189,0.648405122,0.652731708,0.893814519,0.935425159,0.780829253,0.700095012,0.864116531,0.951605142,0.810896251,0.853011105,0.870049531,1.145910529,0.966823611,1.022881808,0.979397612,1.04476657,1.010821367,0.99615426,1.162409106,1.180905644,1.055413553,1.181007836,1.038065115,1.022886998,0.984876,0.897881842,0.958441546,0.924117159,0.800872875,1.046432416,1.065455619,0.96655938,0.914577796,0.967638436,0.953116025,0.950288857,0.962307269,0.900228979,1.009417269,0.857459678,1.421360372,1.351780314,1.568527103,1.309074964,1.2676802,1.319208942,1.381838853,1.19726831,1.232311929,1.109090585,1.270359816,1.159468864,0.795929117,0.865456085,0.944889211,0.914727551,1.320713944,1.129565427,1.279984867,1.272157824,0.896040605,1.116169812,0.953688291,0.821828288,0.886359253,0.744233593,0.677124845,0.759118092,0.605247649,0.649543265,0.458982682,0.471547644,0.329103749,0.286796819,0.644522278,0.601759028,0.589456576,0.615380857,0.410690822,0.289189143,0.482876424,0.506721,0.31048536,0.301733447,0.355596289,0.495597103
NaN,0.74180882,0.638731594,0.999626309,0.974637546,1.121188126,1.08101825,0.839139044,1.00215334,0.852627299,0.722423194,0.765578079,0.923298512,1.066794759,0.93260712,0.884049297,1.094091166,1.107250975,0.831161537,0.867114017,0.908370576,1.211441896,0.984194743,0.971595409,0.919856128,0.982452244,0.959539418,1.001097351,1.208808062,1.254483571,1.075132465,1.095577901,1.01313714,1.014372976,0.963468109,0.878569629,0.937962301,0.917405236,0.773934764,1.07263366,1.051764811,0.987593551,0.948730826,0.991622739,0.973746119,0.984738098,1.01330606,0.954224841,0.991297281,0.92725943,1.301492011,1.296728838,1.42632725,1.271014782,1.143402149,1.323333698,1.438834992,1.290810617,1.324060122,1.157146239,1.24402918,1.177268119,0.698596745,0.865456085,0.987544186,0.91891261,1.576952366,1.094492278,1.278469047,1.221572808,0.940652759,0.968003591,1.016043087,0.828858034,0.846101708,0.749977725,0.674680942,0.818512064,0.653583378,0.641829628,0.461722104,0.449220214,0.329302022,0.275651182,0.669358669,0.615920722,0.618019534,0.590518963,0.412036587,0.292525748,0.524839309,0.502422717,0.299793575,0.292682995,0.377194908,0.465913978
NaN,0.762806805,0.641936296,1.043355059,0.98877673,1.061209356,1.002106086,0.78553969,0.961789825,0.745733857,0.679851009,0.686924313,0.807967626,0.985230517,0.86947711,0.760584,0.97044851,0.966108268,0.86072636,0.907161296,0.927318525,1.244730025,1.035439761,1.079182758,0.939278004,1.032267936,0.961936537,0.931367365,1.273054651,1.346182496,1.174418338,1.270846588,1.148440211,1.106840794,1.071904843,0.976719394,1.046577734,1.006591237,0.877753111,1.064714507,1.081461574,1.023823801,1.043274199,0.958398884,0.995390295,1.00103935,1.071309953,1.046296883,1.090250313,1.01984118,1.397518139,1.32463823,1.519911463,1.301776542,1.479446609,1.469708687,1.621167194,1.453017891,1.443021967,1.228245253,1.332587929,1.23048655,0.813898795,0.888434812,0.898232196,0.916315673,1.460376716,1.059575925,1.30127615,1.320876552,0.885397288,1.076763627,0.889718963,0.824032471,0.871565824,0.738537995,0.661005229,0.726068096,0.56678872,0.596703334,0.482672591,0.432648852,0.335658558,0.300412026,0.606718509,0.603488362,0.612114073,0.610655284,0.392390747,0.293460086,0.440591891,0.510390736,0.314604288,0.29600978,0.358247884,0.463549483
NaN,0.79935168,0.684792792,1.029290381,0.975595846,1.060620573,0.993501291,0.772602145,0.90686708,0.773374822,0.671867567,0.693615915,0.878241223,0.88256263,0.78815379,0.749292258,0.927922403,1.016015468,0.808919658,0.876812674,1.004016166,1.333984853,1.062489237,1.106735152,0.976150066,1.081053017,1.038163064,1.035683113,1.212373591,1.310062528,1.177585848,1.24700567,1.152223378,1.099051629,1.08678443,0.96885368,1.027421244,1.005602991,0.859122128,0.971544765,1.04249891,0.984869716,0.974366583,1.08120458,1.024053742,1.077864125,1.123326243,1.054546955,1.146827248,1.042327813,1.468233584,1.434467027,1.609104925,1.352265589,1.309485391,1.399903304,1.417587048,1.236770071,1.246152218,1.187608924,1.28267922,1.232009412,0.821540124,0.896775927,0.882015374,0.847151407,1.578456433,1.083682661,1.294527134,1.241793906,0.859767782,1.081609523,1.022932477,0.80483614,0.840849593,0.709985208,0.665833936,0.684038161,0.631583012,0.637437651,0.47214839,0.458981246,0.320331199,0.302776646,0.651256189,0.625557588,0.600581667,0.572800647,0.382013913,0.294427988,0.498248295,0.498512356,0.300142112,0.289542846,0.344019939,0.481471701
NaN,0.767459054,0.650706521,1.005504319,0.959626819,1.062313432,1.00969417,0.791175912,0.93089603,0.768805169,0.68543477,0.697945555,0.904561633,1.069581055,0.852822513,0.784786227,1.00873358,1.046798558,0.822985689,0.896428366,0.933563113,1.279922489,1.086996481,1.082695893,1.0049876,1.080367024,1.027352847,1.051232197,1.267143374,1.253659517,1.088190352,1.269890538,1.11010128,1.052649046,1.030343964,0.928822457,1.021472011,0.966533884,0.884874649,1.020171992,1.071241834,0.982220581,0.992995042,1.077654593,1.031311384,1.06310667,1.132446053,1.074209209,1.147954281,1.064931808,1.330169877,1.293746811,1.393762152,1.298478418,1.335667638,1.318852318,1.477747146,1.382261828,1.216012283,1.086648182,1.210740819,1.219527688,0.686206493,0.85190069,0.932497347,0.91891261,1.252053974,1.087880911,1.31145812,1.218218377,0.90858765,0.963513738,0.955712691,0.784360789,0.850025183,0.772426355,0.681827582,0.78257011,0.602193638,0.62195783,0.480848435,0.479859417,0.351657234,0.282888565,0.638475702,0.648319194,0.600845271,0.592966875,0.396994175,0.293344327,0.483309181,0.489932921,0.298282606,0.307155056,0.357813384,0.445021196
NaN,0.853403565,0.739057258,1.124258596,1.139223109,1.052976588,0.99704696,0.759813602,0.917430266,0.774340941,0.708372617,0.72876672,0.867092423,0.955899722,0.817931318,0.767796318,1.03682751,0.964037741,0.753824951,0.82092502,0.947397185,1.265208468,1.076857715,1.097527771,1.024150766,1.083240142,1.028269976,0.991953278,1.176590035,1.299581108,1.146832201,1.25711173,1.149535671,1.11172845,1.082887615,0.971641876,1.057524009,1.019252748,0.892385601,1.058089865,1.057678566,1.011010027,1.00791401,1.046274761,1.007299437,1.020962742,1.034347122,0.975828206,1.024726989,0.983966762,1.566727412,1.527489136,1.684178048,1.41392553,1.229816844,1.433887373,1.521680466,1.356797548,1.217415461,1.222319343,1.289878246,1.196747533,0.827883611,0.969917225,0.97562096,0.900335213,1.466965313,1.075676422,1.286400529,1.247714216,0.889901686,1.103446074,0.977672789,0.822414734,0.879232828,0.746841268,0.703634585,0.745668821,0.639105423,0.644632711,0.45207856,0.467679957,0.337630409,0.291212945,0.677883334,0.65670705,0.604184042,0.572737565,0.40553373,0.295336748,0.51449534,0.502079456,0.301072683,0.29018274,0.358617588,0.471549786
NaN,0.802976764,0.698174491,1.045687994,1.092452626,1.119268818,1.062574339,0.799283745,0.993791191,0.785367149,0.695487495,0.71597368,0.848505072,1.041611558,0.869979895,0.82220799,0.99839802,0.984082682,0.810742481,0.878652298,0.942508961,1.244199194,1.061337709,1.121797799,1.000900993,1.122321268,1.047487585,0.996700822,1.313337384,1.268296795,1.093331099,1.210409234,1.113826689,1.061294452,1.050997375,0.942533285,1.007084033,0.988267162,0.860012232,1.115378244,1.024155339,0.968621901,0.979554108,1.110889819,0.990778662,1.077111206,1.099532395,1.041155339,1.0803786,0.994252599,1.456121713,1.377984471,1.555535257,1.346228545,1.143402149,1.323333698,1.438834992,1.290810617,1.262449827,1.13059022,1.25983764,1.192376391,0.8006589,0.854246507,0.882015374,0.933009027,1.374859521,1.135742861,1.343046164,1.215036499,0.888732379,0.967949774,1.001097579,0.838034306,0.887935646,0.710351006,0.685174143,0.769670207,0.641367924,0.65927923,0.475423059,0.435215508,0.348839042,0.299098617,0.666087812,0.638722298,0.632255525,0.581713265,0.406769446,0.288653069,0.48122038,0.482815409,0.329082488,0.288385518,0.366707786,0.473735651
NaN,0.82781659,0.726884055,1.099606628,1.147689997,1.051583075,1.013710285,0.806819605,0.960307912,0.740243312,0.683311292,0.698090413,0.873584565,0.993471713,0.880819789,0.781358296,1.011307002,1.012197281,0.77508431,0.840881362,0.925847556,1.236561963,1.051771414,1.070009577,1.017409716,1.05102865,0.998376782,1.00949131,1.192762654,1.292314813,1.120269883,1.183296034,1.08948983,1.074696584,1.044465823,0.951876388,1.034112023,0.986001626,0.840956215,1.046432416,1.065455619,0.96655938,0.914577796,0.967638436,0.953116025,0.950288857,0.962307269,0.900228979,1.009417269,0.857459678,1.282307602,1.247959349,1.418903901,1.245474825,1.283395731,1.406318909,1.525460612,1.323968001,1.131872165,1.128077705,1.219652875,1.138544527,0.680741548,0.845116157,0.91569505,0.813521726,1.468763269,1.072308285,1.327946241,1.247935112,0.890632655,0.974289805,1.005495845,0.77364742,0.87627077,0.73488904,0.686544722,0.801886245,0.630065883,0.66088934,0.469649776,0.467536726,0.342792911,0.305265764,0.656864882,0.633239565,0.599672666,0.588512543,0.403430902,0.297874663,0.49865289,0.504387445,0.309448748,0.30787904,0.368905098,0.475758762
NaN,0.81436241,0.693169647,1.081849814,1.01357355,1.050464285,1.006495661,0.77527224,0.921832683,0.776207046,0.705243566,0.686536027,0.91383813,0.900844656,0.806590422,0.75827837,1.004857237,1.061074504,0.834536248,0.888824825,0.885224495,1.218302306,1.037816394,1.041881473,0.990879096,1.022843833,0.989810224,1.055003495,1.212373591,1.310062528,1.177585848,1.24700567,1.152223378,1.099051629,1.08678443,0.96885368,1.027421244,1.005602991,0.859122128,1.011222516,1.045749474,0.983310453,0.957411359,1.022265259,0.984362135,0.994761039,1.017326678,0.986580497,1.081917306,0.982874731,1.531890257,1.526312641,1.549796088,1.52112178,1.229816844,1.433887373,1.521680466,1.356797548,1.366813245,1.245233606,1.334051597,1.211073933,0.814663651,0.909817316,0.962007694,0.91891261,1.353339005,0.999519043,1.29129352,1.29241535,0.889154712,1.072871901,0.866515699,0.836332054,0.889306186,0.689898818,0.671070796,0.801689671,0.60239087,0.658932527,0.472257843,0.463131679,0.349098412,0.294387635,0.622711947,0.658544941,0.612458616,0.566896963,0.386259217,0.315553282,0.463750348,0.485743838,0.320975851,0.290076409,0.350009013,0.454159558
NaN,0.780815251,0.673402262,1.027294293,0.961081411,1.076504216,1.024633144,0.795590337,0.941354041,0.795815055,0.693262104,0.703094553,0.892457561,0.945641581,0.819002096,0.776867651,0.97574851,0.919634466,0.805283984,0.856062151,1.034253969,1.38940934,1.108804969,1.162179348,1.057492185,1.14976969,1.065008628,1.077960435,1.162409106,1.180905644,1.055413553,1.181007836,1.038065115,1.022886998,0.984876,0.897881842,0.958441546,0.924117159,0.800872875,0.984898969,1.036670028,0.962058688,0.917153253,1.024728004,0.989942336,1.039620571,1.100475136,1.031200876,1.109414258,0.982257055,1.566727412,1.527489136,1.684178048,1.41392553,1.396833412,1.457127185,1.449298043,1.294190735,1.217415461,1.222319343,1.289878246,1.196747533,0.741300161,0.936839385,0.88115888,0.868322048,1.499099071,1.072051068,1.29906138,1.2985313,0.836785008,1.007012605,0.929838414,0.772777219,0.844710247,0.755006114,0.624848294,0.714709013,0.64157812,0.672570588,0.463667037,0.46763574,0.314834202,0.283694893,0.678199085,0.616417247,0.589273657,0.60601031,0.366942778,0.301462514,0.489162548,0.491676838,0.307079295,0.318007269,0.336448245,0.439037742
NaN,0.788376962,0.670774965,1.055585209,1.014509133,1.012916378,0.970190535,0.783861305,0.910626018,0.76263872,0.684835384,0.710319518,0.827424732,1.05221772,0.880876464,0.805230401,1.03260001,1.025191041,0.80157157,0.882715933,0.971193282,1.288175679,1.081094463,1.100656119,1.035016042,1.075962711,1.02001583,1.000352056,1.207029153,1.304212364,1.167961445,1.369572014,1.250884214,1.173611182,1.146908259,0.998727141,1.135003949,1.102281177,0.923499504,1.038883713,1.02232718,0.993048375,1.026197447,1.160153711,1.03413394,1.084253178,1.075359851,1.06430227,1.121185785,0.982561501,1.566727412,1.527489136,1.684178048,1.41392553,1.229816844,1.433887373,1.521680466,1.356797548,1.366813245,1.245233606,1.334051597,1.211073933,0.703332388,0.894176794,0.962007694,0.89106674,1.286206946,1.083551561,1.346380294,1.271196605,0.871011919,1.04281994,1.021393369,0.758183055,0.867020727,0.74296931,0.677923274,0.817151332,0.603547115,0.628768301,0.469203337,0.456781673,0.339880809,0.309215879,0.600243807,0.63046045,0.620769505,0.597641492,0.386974617,0.29341196,0.481214044,0.477348916,0.302920857,0.296031513,0.357324575,0.475558918
NaN,0.783167237,0.666965098,1.012305475,0.989815226,1.062098037,1.004243059,0.770560614,0.92296114,0.768691955,0.667763943,0.699435308,0.810268331,0.987966836,0.837313511,0.768873735,0.966201871,0.95084595,0.822551444,0.850726998,0.910298228,1.266976847,1.077707372,1.098582816,1.017926691,1.130169376,1.045641711,1.008088757,1.333970828,1.273931538,1.120791655,1.27072211,1.119319489,1.046684283,1.047309143,0.958277332,1.026092851,0.980417432,0.858283513,1.115378244,1.024155339,0.968621901,0.979554108,1.110889819,0.990778662,1.077111206,1.099532395,1.041155339,1.0803786,0.994252599,1.379220329,1.352216115,1.500601779,1.309144166,1.229816844,1.433887373,1.521680466,1.356797548,1.353192909,1.271628927,1.324571938,1.197780725,0.891998305,0.989434935,0.88115888,0.927345694,1.481233029,1.078788981,1.343766529,1.213220408,0.89172,1.06741027,1.022859307,0.84970514,0.890885107,0.706206054,0.681990444,0.737691366,0.620161198,0.667301935,0.46678578,0.464358498,0.335214613,0.312093366,0.686488432,0.633892712,0.616285253,0.567529736,0.390048229,0.297332775,0.517276104,0.494205507,0.320592906,0.300611538,0.355448641,0.468462842
NaN,0.835959741,0.743347121,1.120385196,1.12473516,1.036085179,1.000392547,0.786320731,0.94738189,0.738021416,0.6591473,0.68852521,0.904924116,1.052784355,0.902684568,0.789216427,1.039023775,1.041933669,0.837213137,0.896165132,0.904372452,1.240705639,1.014611829,1.047748279,0.992517087,1.01658644,0.955385311,0.954238295,1.176590035,1.299581108,1.146832201,1.25711173,1.149535671,1.11172845,1.082887615,0.971641876,1.057524009,1.019252748,0.892385601,1.032243882,1.071446353,0.989477123,0.971630465,1.020968593,0.985958471,0.985246249,0.982289352,0.920609894,1.043458041,0.909898348,1.270422076,1.272069863,1.438239949,1.235936971,1.252757801,1.379575936,1.538201273,1.287428773,1.24043574,1.127371258,1.271956681,1.120376157,0.795929117,0.847550418,0.882015374,0.86042835,1.392472408,1.081865936,1.321582278,1.240417828,0.915839161,0.987261614,0.942592844,0.750388185,0.922007976,0.728388314,0.697294213,0.780903237,0.572385701,0.62389882,0.489341584,0.447212717,0.361637906,0.304580351,0.639464273,0.628098698,0.648234308,0.59644217,0.408198994,0.292200794,0.479268885,0.489992902,0.311435658,0.29016429,0.377881474,0.432694344
NaN,0.827593754,0.713961256,1.074008754,1.044125328,1.077014878,1.042108637,0.797599873,0.933720559,0.783517321,0.703042655,0.720414932,0.904622734,1.063705053,0.904314313,0.824101052,1.064744775,1.072834338,0.803185851,0.844516638,1.001733592,1.367946315,1.107579494,1.169082918,1.048996819,1.106993065,1.046328951,1.041734324,1.335316739,1.317082182,1.169782407,1.296811708,1.200568087,1.111587019,1.143453589,1.018246751,1.078713763,1.047937657,0.899655022,1.070066188,1.048084889,0.978343336,1.013283278,1.1265695,1.035733733,1.134068145,1.180594469,1.107193686,1.195107284,1.091504248,1.421865557,1.382911079,1.605786106,1.308036122,1.2676802,1.319208942,1.381838853,1.19726831,1.24043574,1.127371258,1.271956681,1.120376157,0.715634749,0.890993848,0.932497347,0.950678565,1.263857292,1.020033242,1.324728514,1.264310509,0.85884302,1.071040098,0.870040714,0.82168233,0.875915538,0.738296901,0.681628183,0.729807931,0.576625358,0.615554797,0.486624161,0.455255195,0.326880836,0.316071647,0.601894308,0.632111114,0.624927189,0.587270879,0.394878695,0.316830986,0.459107564,0.48211882,0.321810876,0.302249606,0.367488765,0.489314294
